Run,Collection_date,Year,Isolate,Location,Isolation_source,amikacin,ciprofloxacin,ceftazidime,meropenem
SRR30762255,2005,2005,PDT002391512.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762243,2009,2009,PDT002391500.1,Tunisia: Sfax,blood,1.0,1.0,1.0,0.0
SRR30762254,2009,2009,PDT002391511.1,Tunisia: Sfax,blood,1.0,1.0,1.0,0.0
SRR30762177,2010,2010,PDT002391434.1,Tunisia: Sfax,blood,1.0,1.0,1.0,0.0
SRR30762188,2010,2010,PDT002391445.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762210,2010,2010,PDT002391467.1,Tunisia: Sfax,blood,0.0,,1.0,0.0
SRR30762221,2010,2010,PDT002391478.1,Tunisia: Sfax,blood,1.0,,,0.0
SRR30762232,2010,2010,PDT002391489.1,Tunisia: Sfax,blood,1.0,1.0,1.0,0.0
SRR30762166,2011,2011,PDT002391423.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762251,2011,2011,PDT002391508.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762252,2011,2011,PDT002391509.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762253,2011,2011,PDT002391510.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR2134680,2012,2012,PDT000077414.3,USA:Boston,urine,1.0,1.0,1.0,0.0
SRR3185093,2012,2012,PDT000111516.2,Honduras,respiratory,1.0,1.0,1.0,
SRR30762246,2012,2012,PDT002391503.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762247,2012,2012,PDT002391504.1,Tunisia: Sfax,blood,0.0,0.0,1.0,0.0
SRR30762248,2012,2012,PDT002391505.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762249,2012,2012,PDT002391506.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762250,2012,2012,PDT002391507.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR5082458,2013,2013,PDT000881524.1,Australia: Melbourne,urine,,,0.0,
SRR5082468,2013,2013,PDT000881533.1,Australia: Melbourne,rectal swab,,,0.0,
SRR30762236,2013,2013,PDT002391493.1,Tunisia: Sfax,blood,0.0,0.0,0.0,0.0
SRR30762237,2013,2013,PDT002391494.1,Tunisia: Sfax,blood,1.0,0.0,0.0,0.0
SRR30762238,2013,2013,PDT002391495.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762239,2013,2013,PDT002391496.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762240,2013,2013,PDT002391497.1,Tunisia: Sfax,blood,0.0,0.0,0.0,0.0
SRR30762241,2013,2013,PDT002391498.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762242,2013,2013,PDT002391499.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762244,2013,2013,PDT002391501.1,Tunisia: Sfax,blood,1.0,,1.0,0.0
SRR30762245,2013,2013,PDT002391502.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR5082445,2014,2014,PDT000881515.1,Australia: Melbourne,urine,,,0.0,
SRR5082447,2014,2014,PDT000881516.1,Australia: Melbourne,sputum,,,0.0,
SRR5082453,2014,2014,PDT000881521.1,Australia: Melbourne,wound,,,0.0,
SRR5082461,2014,2014,PDT000881527.1,Australia: Melbourne,sputum,,,0.0,
SRR30762226,2014,2014,PDT002391483.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762227,2014,2014,PDT002391484.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762228,2014,2014,PDT002391485.1,Tunisia: Sfax,blood,0.0,1.0,1.0,
SRR30762229,2014,2014,PDT002391486.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762230,2014,2014,PDT002391487.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762231,2014,2014,PDT002391488.1,Tunisia: Sfax,blood,0.0,0.0,1.0,0.0
SRR30762233,2014,2014,PDT002391490.1,Tunisia: Sfax,blood,1.0,1.0,1.0,
SRR30762234,2014,2014,PDT002391491.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762235,2014,2014,PDT002391492.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR2134674,2015,2015,PDT000077408.3,USA:Boston,ulcer,1.0,1.0,1.0,1.0
SRR2134679,2015,2015,PDT000077413.3,USA:Boston,wound,1.0,1.0,1.0,1.0
SRR2449251,2015,2015,PDT000084303.3,USA:Boston,urine,0.0,1.0,1.0,
SRR2449299,2015,2015,PDT000084306.3,USA:Boston,sputum,0.0,1.0,1.0,1.0
SRR2449365,2015,2015,PDT000084309.3,USA:Boston,rectal,1.0,1.0,1.0,1.0
SRR3057129,2015,2015,PDT000101134.2,USA:Boston,trachael aspirate,0.0,0.0,1.0,1.0
SRR3057130,2015,2015,PDT000101135.2,USA:Boston,trachael aspirate,0.0,0.0,0.0,0.0
SRR3095383,2015,2015,PDT000102016.2,USA:Boston,urine,0.0,0.0,1.0,
SRR3168635,2015,2015,PDT000107928.2,USA:Boston,urine,0.0,0.0,0.0,0.0
SRR3168636,2015,2015,PDT000107929.2,USA:Boston,urine,0.0,0.0,0.0,0.0
SRR3168637,2015,2015,PDT000107930.2,USA:Boston,abdominal,0.0,0.0,0.0,0.0
SRR26887353,2015,2015,PDT001992399.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887386,2015,2015,PDT001992432.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887393,2015,2015,PDT001992439.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887395,2015,2015,PDT001992441.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887419,2015,2015,PDT001992465.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887430,2015,2015,PDT001992476.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887441,2015,2015,PDT001992487.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887452,2015,2015,PDT001992498.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887520,2015,2015,PDT001992565.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887534,2015,2015,PDT001992579.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887548,2015,2015,PDT001992593.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887551,2015,2015,PDT001992596.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887558,2015,2015,PDT001992603.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887629,2015,2015,PDT001992673.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887630,2015,2015,PDT001992674.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887652,2015,2015,PDT001992696.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887663,2015,2015,PDT001992707.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887665,2015,2015,PDT001992709.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887666,2015,2015,PDT001992710.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887674,2015,2015,PDT001992718.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887694,2015,2015,PDT001992738.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR30762215,2015,2015,PDT002391472.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762216,2015,2015,PDT002391473.1,Tunisia: Sfax,blood,1.0,1.0,1.0,
SRR30762217,2015,2015,PDT002391474.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762218,2015,2015,PDT002391475.1,Tunisia: Sfax,blood,0.0,1.0,1.0,
SRR30762219,2015,2015,PDT002391476.1,Tunisia: Sfax,blood,0.0,1.0,1.0,
SRR30762220,2015,2015,PDT002391477.1,Tunisia: Sfax,blood,0.0,1.0,1.0,
SRR30762222,2015,2015,PDT002391479.1,Tunisia: Sfax,blood,1.0,1.0,1.0,0.0
SRR30762223,2015,2015,PDT002391480.1,Tunisia: Sfax,blood,0.0,1.0,1.0,
SRR30762224,2015,2015,PDT002391481.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762225,2015,2015,PDT002391482.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR4019406,2016,2016,PDT000144515.2,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR4245474,2016,2016,PDT000149556.2,USA:Boston,bile,0.0,1.0,1.0,0.0
SRR4245485,2016,2016,PDT000149567.2,USA:Boston,urine,0.0,1.0,1.0,
SRR4294843,2016,2016,PDT000150952.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR4294848,2016,2016,PDT000150957.2,USA:Boston,sputum,0.0,0.0,1.0,0.0
SRR5120227,2016,2016,PDT000173729.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR5120229,2016,2016,PDT000173731.3,USA:Boston,bile,0.0,1.0,0.0,0.0
SRR5237403,2016,2016,PDT000186892.2,USA:Boston,urine,0.0,0.0,,0.0
SRR5341976,2016,2016,PDT000198415.3,USA:Boston,urine,0.0,1.0,1.0,1.0
SRR5341977,2016,2016,PDT000198416.2,USA:Boston,urine,0.0,1.0,1.0,1.0
SRR5341978,2016,2016,PDT000198417.3,USA:Boston,sputum,0.0,,0.0,0.0
SRR5420072,2016,2016,PDT000200514.3,USA:Boston,urine,1.0,1.0,1.0,0.0
SRR5420073,2016,2016,PDT000200515.3,USA:Boston,urine,0.0,0.0,0.0,0.0
SRR5445912,2016,2016,PDT000201870.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR5445913,2016,2016,PDT000201871.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR5445915,2016,2016,PDT000201872.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR5445924,2016,2016,PDT000201878.2,USA:Boston,bronchial washings,0.0,1.0,1.0,0.0
SRR5806868,2016,2016,PDT000222827.2,USA:Boston,sputum,0.0,0.0,1.0,0.0
SRR5806869,2016,2016,PDT000222828.2,USA:Boston,urine,0.0,,1.0,0.0
SRR5806870,2016,2016,PDT000222829.2,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR5806871,2016,2016,PDT000222830.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR26887354,2016,2016,PDT001992400.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887361,2016,2016,PDT001992407.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887370,2016,2016,PDT001992416.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887378,2016,2016,PDT001992424.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887398,2016,2016,PDT001992444.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887409,2016,2016,PDT001992455.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887414,2016,2016,PDT001992460.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887415,2016,2016,PDT001992461.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887416,2016,2016,PDT001992462.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887475,2016,2016,PDT001992521.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887478,2016,2016,PDT001992524.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887480,2016,2016,PDT001992526.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887484,2016,2016,PDT001992530.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887485,2016,2016,PDT001992531.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887487,2016,2016,PDT001992533.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887493,2016,2016,PDT001992539.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887497,2016,2016,PDT001992543.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887498,2016,2016,PDT001992544.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887506,2016,2016,PDT001992552.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887507,2016,2016,PDT001992553.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887515,2016,2016,PDT001992561.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR26887725,2016,2016,PDT001992768.1,"Canada: Hamilton, Ontario",Not collected,,,0.0,
SRR30762206,2016,2016,PDT002391463.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762207,2016,2016,PDT002391464.1,Tunisia: Sfax,blood,1.0,1.0,1.0,
SRR30762208,2016,2016,PDT002391465.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762209,2016,2016,PDT002391466.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762211,2016,2016,PDT002391468.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762212,2016,2016,PDT002391469.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762213,2016,2016,PDT002391470.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762214,2016,2016,PDT002391471.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR5420060,2017,2017,PDT000200502.3,USA:Boston,ulcer,0.0,1.0,1.0,1.0
SRR5420062,2017,2017,PDT000200504.2,USA:Boston,sputum,0.0,0.0,1.0,0.0
SRR5420063,2017,2017,PDT000200505.3,USA:Boston,sputum,1.0,1.0,1.0,0.0
SRR5806877,2017,2017,PDT000222836.2,USA:Boston,sputum,0.0,1.0,1.0,1.0
SRR5806881,2017,2017,PDT000222839.2,USA:Boston,urine,1.0,1.0,1.0,
SRR5806882,2017,2017,PDT000222840.2,USA:Boston,sputum,0.0,0.0,0.0,1.0
SRR5810501,2017,2017,PDT000223019.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR5810502,2017,2017,PDT000223020.2,USA:Boston,sputum,0.0,0.0,1.0,0.0
SRR5810503,2017,2017,PDT000223021.2,USA:Boston,urine,0.0,0.0,0.0,0.0
SRR5810509,2017,2017,PDT000223025.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR5810506,2017,2017,PDT000223030.2,USA:Boston,wound,0.0,1.0,1.0,0.0
SRR5862473,2017,2017,PDT000226503.2,USA:Boston,tracheal aspirate,,0.0,1.0,0.0
SRR5862474,2017,2017,PDT000226504.2,USA:Boston,bronchial alveolar lavage,0.0,,1.0,1.0
SRR5862477,2017,2017,PDT000226507.2,USA:Boston,sputum,0.0,1.0,1.0,1.0
SRR5862478,2017,2017,PDT000226508.2,USA:Boston,rectal,0.0,1.0,1.0,1.0
SRR5901127,2017,2017,PDT000231448.2,USA:Boston,rectal,1.0,1.0,1.0,1.0
SRR5901128,2017,2017,PDT000231449.2,USA:Boston,rectal,1.0,1.0,1.0,1.0
SRR6310474,2017,2017,PDT000265737.3,USA:Boston,urine,1.0,1.0,1.0,1.0
SRR6310475,2017,2017,PDT000265872.3,USA:Boston,urine,1.0,1.0,1.0,0.0
SRR30762198,2017,2017,PDT002391455.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762200,2017,2017,PDT002391457.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762201,2017,2017,PDT002391458.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762202,2017,2017,PDT002391459.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762203,2017,2017,PDT002391460.1,Tunisia: Sfax,blood,0.0,1.0,1.0,
SRR30762204,2017,2017,PDT002391461.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762205,2017,2017,PDT002391462.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR14673412,2018,2018,PDT001049065.1,Australia,Rectal Swab,,,0.0,
SRR14673418,2018,2018,PDT001049071.1,Australia,Rectal Swab,,,1.0,
SRR15097886,2018,2018,PDT001087215.1,Australia,,,,0.0,
SRR15097897,2018,2018,PDT001087226.1,Australia,swab,,,0.0,
SRR15097910,2018,2018,PDT001087239.1,Australia,urine,,,1.0,
SRR15097974,2018,2018,PDT001087303.1,Australia,urine,,,0.0,
SRR15097981,2018,2018,PDT001087310.1,Australia,Blood (whole),,,1.0,
SRR24102312,2018,2018,PDT001682681.1,USA,urine,1.0,,1.0,1.0
SRR30762190,2018,2018,PDT002391447.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762191,2018,2018,PDT002391448.1,Tunisia: Sfax,blood,0.0,1.0,1.0,
SRR30762192,2018,2018,PDT002391449.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762193,2018,2018,PDT002391450.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762194,2018,2018,PDT002391451.1,Tunisia: Sfax,blood,1.0,1.0,1.0,
SRR30762195,2018,2018,PDT002391452.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762196,2018,2018,PDT002391453.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762197,2018,2018,PDT002391454.1,Tunisia: Sfax,blood,0.0,,1.0,1.0
SRR15098047,2019,2019,PDT001087376.1,Australia,urine,,,1.0,
SRR15098048,2019,2019,PDT001087377.1,Australia,Fluid,,,1.0,
SRR15098054,2019,2019,PDT001087383.1,Australia,swab,,,1.0,
SRR15098059,2019,2019,PDT001087388.1,Australia,urine,,,0.0,
SRR15098099,2019,2019,PDT001087428.1,Australia,"Urine, mid stream",,,0.0,
SRR15098109,2019,2019,PDT001087438.1,Australia,urine,,,0.0,
SRR15098122,2019,2019,PDT001087451.1,Australia,urine,,,1.0,
SRR15098123,2019,2019,PDT001087452.1,Australia,urine,,,1.0,
SRR15098147,2019,2019,PDT001087476.1,Australia,swab,,,0.0,
SRR19372350,2019,2019,PDT001347392.1,Norway,Caecal,,,0.0,
SRR19372351,2019,2019,PDT001347393.1,Norway,Caecal,,,0.0,
SRR19372353,2019,2019,PDT001347395.1,Norway,Caecal,,,0.0,
SRR19372354,2019,2019,PDT001347396.1,Norway,Caecal,,,0.0,
SRR19372355,2019,2019,PDT001347397.1,Norway,Caecal,,,0.0,
SRR19372356,2019,2019,PDT001347398.1,Norway,Caecal,,,0.0,
SRR19372361,2019,2019,PDT001347403.1,Norway,Caecal,,,0.0,
SRR19372363,2019,2019,PDT001347405.1,Norway,Caecal,,,0.0,
SRR19372364,2019,2019,PDT001347406.1,Norway,Caecal,,,0.0,
SRR19372365,2019,2019,PDT001347407.1,Norway,Caecal,,,0.0,
SRR19372368,2019,2019,PDT001347410.1,Norway,Caecal,,,0.0,
SRR19372369,2019,2019,PDT001347411.1,Norway,Caecal,,,0.0,
SRR19372370,2019,2019,PDT001347412.1,Norway,Caecal,,,0.0,
SRR19372371,2019,2019,PDT001347413.1,Norway,Caecal,,,0.0,
SRR19372374,2019,2019,PDT001347416.1,Norway,Caecal,,,0.0,
SRR19372375,2019,2019,PDT001347417.1,Norway,Caecal,,,0.0,
SRR19372376,2019,2019,PDT001347418.1,Norway,Caecal,,,0.0,
SRR19372378,2019,2019,PDT001347420.1,Norway,Caecal,,,0.0,
SRR19372380,2019,2019,PDT001347422.1,Norway,Caecal,,,0.0,
SRR19372381,2019,2019,PDT001347423.1,Norway,Caecal,,,0.0,
SRR19372382,2019,2019,PDT001347424.1,Norway,Caecal,,,0.0,
SRR19372383,2019,2019,PDT001347425.1,Norway,Caecal,,,0.0,
SRR19372384,2019,2019,PDT001347426.1,Norway,Caecal,,,0.0,
SRR19372385,2019,2019,PDT001347427.1,Norway,Caecal,,,0.0,
SRR19372388,2019,2019,PDT001347429.1,Norway,Caecal,,,0.0,
SRR19372390,2019,2019,PDT001347431.1,Norway,Caecal,,,0.0,
SRR19372391,2019,2019,PDT001347432.1,Norway,Caecal,,,0.0,
SRR19372394,2019,2019,PDT001347435.1,Norway,Caecal,,,0.0,
SRR19372395,2019,2019,PDT001347436.1,Norway,Caecal,,,0.0,
SRR19372397,2019,2019,PDT001347438.1,Norway,Caecal,,,0.0,
SRR19372399,2019,2019,PDT001347440.1,Norway,Caecal,,,0.0,
SRR19372402,2019,2019,PDT001347443.1,Norway,Caecal,,,0.0,
SRR19372404,2019,2019,PDT001347445.1,Norway,Caecal,,,0.0,
SRR19372405,2019,2019,PDT001347446.1,Norway,Caecal,,,0.0,
SRR19372408,2019,2019,PDT001347449.1,Norway,Caecal,,,0.0,
SRR19372409,2019,2019,PDT001347450.1,Norway,Caecal,,,0.0,
SRR19372410,2019,2019,PDT001347451.1,Norway,Caecal,,,0.0,
SRR19372411,2019,2019,PDT001347452.1,Norway,Caecal,,,0.0,
SRR19372413,2019,2019,PDT001347454.1,Norway,Caecal,,,0.0,
SRR19372415,2019,2019,PDT001347456.1,Norway,Caecal,,,0.0,
SRR19372433,2019,2019,PDT001347471.1,Norway,Caecal,,,0.0,
SRR19372434,2019,2019,PDT001347472.1,Norway,Caecal,,,0.0,
SRR19372435,2019,2019,PDT001347473.1,Norway,Caecal,,,0.0,
SRR19372436,2019,2019,PDT001347474.1,Norway,Caecal,,,0.0,
SRR19372439,2019,2019,PDT001347477.1,Norway,Caecal,,,0.0,
SRR19372440,2019,2019,PDT001347478.1,Norway,Caecal,,,0.0,
SRR19372442,2019,2019,PDT001347480.1,Norway,Caecal,,,0.0,
SRR19372443,2019,2019,PDT001347481.1,Norway,Caecal,,,0.0,
SRR19372444,2019,2019,PDT001347482.1,Norway,Caecal,,,0.0,
SRR19372445,2019,2019,PDT001347483.1,Norway,Caecal,,,0.0,
SRR19372450,2019,2019,PDT001347488.1,Norway,Caecal,,,0.0,
SRR19372451,2019,2019,PDT001347489.1,Norway,Caecal,,,0.0,
SRR19372452,2019,2019,PDT001347490.1,Norway,Caecal,,,0.0,
SRR19372457,2019,2019,PDT001347495.1,Norway,Caecal,,,0.0,
SRR19372458,2019,2019,PDT001347496.1,Norway,Caecal,,,0.0,
SRR19372459,2019,2019,PDT001347497.1,Norway,Caecal,,,0.0,
SRR19372460,2019,2019,PDT001347498.1,Norway,Caecal,,,0.0,
SRR19372462,2019,2019,PDT001347500.1,Norway,Caecal,,,0.0,
SRR19372463,2019,2019,PDT001347501.1,Norway,Caecal,,,0.0,
SRR19372464,2019,2019,PDT001347502.1,Norway,Caecal,,,0.0,
SRR19372465,2019,2019,PDT001347503.1,Norway,Caecal,,,0.0,
SRR19372468,2019,2019,PDT001347506.1,Norway,Caecal,,,0.0,
SRR19372469,2019,2019,PDT001347507.1,Norway,Caecal,,,0.0,
SRR19372472,2019,2019,PDT001347510.1,Norway,Caecal,,,0.0,
SRR19372476,2019,2019,PDT001347514.1,Norway,Caecal,,,0.0,
SRR19372477,2019,2019,PDT001347515.1,Norway,Caecal,,,0.0,
SRR19372479,2019,2019,PDT001347517.1,Norway,Caecal,,,0.0,
SRR19372482,2019,2019,PDT001347520.1,Norway,Caecal,,,0.0,
SRR19372484,2019,2019,PDT001347522.1,Norway,Caecal,,,0.0,
SRR19372485,2019,2019,PDT001347523.1,Norway,Caecal,,,0.0,
SRR19372486,2019,2019,PDT001347524.1,Norway,Caecal,,,0.0,
SRR19372488,2019,2019,PDT001347526.1,Norway,Caecal,,,0.0,
SRR19372489,2019,2019,PDT001347527.1,Norway,Caecal,,,0.0,
SRR19372491,2019,2019,PDT001347529.1,Norway,Caecal,,,0.0,
SRR19372496,2019,2019,PDT001347534.1,Norway,Caecal,,,0.0,
