Run,Collection_date,Year,Isolate,Location,Isolation_source,amikacin,ciprofloxacin,ceftazidime,meropenem
SRR23048643,2020,2020,PDT001580470.1,Norway,Caecal,,,0.0,
SRR23048646,2020,2020,PDT001580473.1,Norway,Caecal,,,0.0,
SRR23048647,2020,2020,PDT001580474.1,Norway,Caecal,,,0.0,
SRR23048649,2020,2020,PDT001580476.1,Norway,Caecal,,,0.0,
SRR23048653,2020,2020,PDT001580480.1,Norway,Caecal,,,0.0,
SRR23048655,2020,2020,PDT001580482.1,Norway,Caecal,,,0.0,
SRR23048657,2020,2020,PDT001580484.1,Norway,Caecal,,,0.0,
SRR23048661,2020,2020,PDT001580487.1,Norway,Caecal,,,0.0,
SRR23048663,2020,2020,PDT001580488.1,Norway,Caecal,,,0.0,
SRR23048664,2020,2020,PDT001580489.1,Norway,Caecal,,,0.0,
SRR23048665,2020,2020,PDT001580490.1,Norway,Caecal,,,0.0,
SRR23048666,2020,2020,PDT001580491.1,Norway,Caecal,,,0.0,
SRR23048667,2020,2020,PDT001580492.1,Norway,Caecal,,,0.0,
SRR23048668,2020,2020,PDT001580493.1,Norway,Caecal,,,0.0,
SRR23048669,2020,2020,PDT001580494.1,Norway,Caecal,,,0.0,
SRR23048670,2020,2020,PDT001580495.1,Norway,Caecal,,,0.0,
SRR23048671,2020,2020,PDT001580496.1,Norway,Caecal,,,0.0,
SRR23048672,2020,2020,PDT001580497.1,Norway,Caecal,,,0.0,
SRR23048675,2020,2020,PDT001580500.1,Norway,Caecal,,,0.0,
SRR23048676,2020,2020,PDT001580501.1,Norway,Caecal,,,0.0,
SRR23048677,2020,2020,PDT001580502.1,Norway,Caecal,,,0.0,
SRR23048679,2020,2020,PDT001580504.1,Norway,Caecal,,,0.0,
SRR23048680,2020,2020,PDT001580505.1,Norway,Caecal,,,0.0,
SRR23048681,2020,2020,PDT001580506.1,Norway,Caecal,,,0.0,
SRR24102324,2020,2020,PDT001682689.1,USA,wound,0.0,,1.0,1.0
SRR24102316,2020,2020,PDT001769958.1,USA,trachea,1.0,,1.0,1.0
SRR26324307,2020,2020,PDT001927055.1,Italy: Milan,not collected,,,0.0,
SRR30762176,2020,2020,PDT002391433.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762178,2020,2020,PDT002391435.1,Tunisia: Sfax,blood,0.0,1.0,1.0,0.0
SRR30762179,2020,2020,PDT002391436.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762180,2020,2020,PDT002391437.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762181,2020,2020,PDT002391438.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762182,2020,2020,PDT002391439.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762183,2020,2020,PDT002391440.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR24667968,2021,2021,PDT001744035.2,USA:Boston,Rectal,0.0,,1.0,1.0
SRR24667972,2021,2021,PDT001744039.2,USA:Boston,Rectal,0.0,0.0,1.0,
SRR24667973,2021,2021,PDT001744040.1,USA:Boston,Rectal,0.0,0.0,1.0,
SRR24673292,2021,2021,PDT001744178.2,USA:Boston,blood,0.0,1.0,1.0,0.0
SRR24673293,2021,2021,PDT001744179.2,USA:Boston,Gall bladder,0.0,1.0,1.0,0.0
SRR24673301,2021,2021,PDT001744186.2,USA:Boston,blood,0.0,0.0,1.0,0.0
SRR24673307,2021,2021,PDT001744192.2,USA:Boston,sputum,0.0,1.0,0.0,1.0
SRR24673310,2021,2021,PDT001744195.2,USA:Boston,sputum,0.0,1.0,0.0,1.0
SRR24673313,2021,2021,PDT001744198.2,USA:Boston,Rectal,0.0,1.0,0.0,
SRR28559215,2021,2021,PDT002131241.1,USA,blood,0.0,0.0,1.0,1.0
SRR30762169,2021,2021,PDT002391426.1,Tunisia: Sfax,blood,1.0,1.0,1.0,
SRR30762170,2021,2021,PDT002391427.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762171,2021,2021,PDT002391428.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762172,2021,2021,PDT002391429.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762173,2021,2021,PDT002391430.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762174,2021,2021,PDT002391431.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762175,2021,2021,PDT002391432.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR22324425,2022,2022,PDT001488004.4,USA,sputum,0.0,1.0,1.0,1.0
SRR24667967,2022,2022,PDT001744034.2,USA:Boston,urine,0.0,1.0,,0.0
SRR24667969,2022,2022,PDT001744036.2,USA:Boston,tracheal aspirate,0.0,0.0,0.0,0.0
SRR24667971,2022,2022,PDT001744038.2,USA:Boston,blood,0.0,0.0,0.0,0.0
SRR24673226,2022,2022,PDT001744112.1,USA:Boston,urine,0.0,1.0,0.0,0.0
SRR24673228,2022,2022,PDT001744114.2,USA:Boston,Bronchial alveolar lavage,0.0,0.0,1.0,0.0
SRR24673229,2022,2022,PDT001744115.2,USA:Boston,urine,0.0,0.0,1.0,1.0
SRR24673230,2022,2022,PDT001744116.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673233,2022,2022,PDT001744119.2,USA:Boston,urine,0.0,0.0,0.0,0.0
SRR24673234,2022,2022,PDT001744120.2,USA:Boston,Vagina,0.0,1.0,,0.0
SRR24673235,2022,2022,PDT001744121.2,USA:Boston,tracheal aspirate,0.0,0.0,1.0,0.0
SRR24673236,2022,2022,PDT001744122.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673237,2022,2022,PDT001744123.2,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR24673238,2022,2022,PDT001744124.2,USA:Boston,blood,0.0,1.0,,0.0
SRR24673239,2022,2022,PDT001744125.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673240,2022,2022,PDT001744126.2,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR24673241,2022,2022,PDT001744127.1,USA:Boston,J-tube site,0.0,0.0,1.0,
SRR24673244,2022,2022,PDT001744130.2,USA:Boston,urine,0.0,1.0,0.0,0.0
SRR24673245,2022,2022,PDT001744131.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673246,2022,2022,PDT001744132.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673247,2022,2022,PDT001744133.2,USA:Boston,Scrotum,0.0,,1.0,
SRR24673248,2022,2022,PDT001744134.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673249,2022,2022,PDT001744135.2,USA:Boston,wound,0.0,1.0,1.0,1.0
SRR24673250,2022,2022,PDT001744136.2,USA:Boston,wound,0.0,1.0,1.0,1.0
SRR24673251,2022,2022,PDT001744137.2,USA:Boston,wound,0.0,1.0,1.0,0.0
SRR24673252,2022,2022,PDT001744138.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673253,2022,2022,PDT001744139.2,USA:Boston,Lower respiratory tract,0.0,0.0,1.0,0.0
SRR24673254,2022,2022,PDT001744140.1,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673256,2022,2022,PDT001744142.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673257,2022,2022,PDT001744143.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673258,2022,2022,PDT001744144.2,USA:Boston,urine,0.0,1.0,0.0,0.0
SRR24673259,2022,2022,PDT001744145.1,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR24673260,2022,2022,PDT001744146.2,USA:Boston,tracheal aspirate,0.0,0.0,1.0,0.0
SRR24673261,2022,2022,PDT001744147.2,USA:Boston,bile,0.0,1.0,1.0,
SRR24673262,2022,2022,PDT001744148.2,USA:Boston,bile,0.0,1.0,1.0,
SRR24673264,2022,2022,PDT001744150.2,USA:Boston,tracheal aspirate,0.0,1.0,1.0,
SRR24673265,2022,2022,PDT001744151.2,USA:Boston,Bronchial alveolar lavage,0.0,0.0,0.0,0.0
SRR24673266,2022,2022,PDT001744152.2,USA:Boston,urine,1.0,1.0,1.0,1.0
SRR24673267,2022,2022,PDT001744153.2,USA:Boston,Abdominal,0.0,,1.0,1.0
SRR24673268,2022,2022,PDT001744154.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673269,2022,2022,PDT001744155.2,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR24673270,2022,2022,PDT001744156.2,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR24673271,2022,2022,PDT001744157.2,USA:Boston,tracheal aspirate,0.0,0.0,1.0,0.0
SRR24673272,2022,2022,PDT001744158.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673273,2022,2022,PDT001744159.2,USA:Boston,urine,0.0,,1.0,0.0
SRR24673275,2022,2022,PDT001744161.2,USA:Boston,sputum,0.0,0.0,1.0,0.0
SRR24673276,2022,2022,PDT001744162.2,USA:Boston,urine,0.0,0.0,1.0,1.0
SRR24673277,2022,2022,PDT001744163.2,USA:Boston,Anal,0.0,,1.0,0.0
SRR24673287,2022,2022,PDT001744173.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673288,2022,2022,PDT001744174.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673289,2022,2022,PDT001744175.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673290,2022,2022,PDT001744176.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673291,2022,2022,PDT001744177.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673294,2022,2022,PDT001744180.2,USA:Boston,wound,0.0,0.0,1.0,0.0
SRR24673298,2022,2022,PDT001744183.2,USA:Boston,Abdominal,0.0,1.0,1.0,0.0
SRR24673299,2022,2022,PDT001744184.2,USA:Boston,Bronchial alveolar lavage,0.0,1.0,1.0,0.0
SRR24673300,2022,2022,PDT001744185.2,USA:Boston,blood,0.0,1.0,1.0,0.0
SRR24673302,2022,2022,PDT001744187.2,USA:Boston,Abdominal,0.0,1.0,1.0,0.0
SRR24673303,2022,2022,PDT001744188.2,USA:Boston,blood,0.0,1.0,1.0,0.0
SRR24673305,2022,2022,PDT001744190.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673306,2022,2022,PDT001744191.2,USA:Boston,wound,0.0,1.0,1.0,0.0
SRR24673309,2022,2022,PDT001744194.2,USA:Boston,urine,0.0,1.0,0.0,0.0
SRR24673311,2022,2022,PDT001744196.2,USA:Boston,blood,0.0,1.0,1.0,1.0
SRR24673312,2022,2022,PDT001744197.2,USA:Boston,bile,0.0,0.0,1.0,0.0
SRR24673323,2022,2022,PDT001744208.2,USA:Boston,blood,0.0,1.0,1.0,0.0
SRR24673328,2022,2022,PDT001744213.2,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR24673329,2022,2022,PDT001744214.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673330,2022,2022,PDT001744215.2,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR24673332,2022,2022,PDT001744217.2,USA:Boston,urine,0.0,1.0,0.0,0.0
SRR24673333,2022,2022,PDT001744218.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673334,2022,2022,PDT001744219.2,USA:Boston,urine,0.0,1.0,,0.0
SRR24673335,2022,2022,PDT001744220.2,USA:Boston,urine,0.0,0.0,1.0,0.0
SRR24673336,2022,2022,PDT001744221.2,USA:Boston,urine,0.0,1.0,1.0,0.0
SRR24673340,2022,2022,PDT001744224.1,USA:Boston,Vagina,0.0,1.0,1.0,0.0
SRR24673341,2022,2022,PDT001744225.2,USA:Boston,urine,0.0,0.0,1.0,1.0
SRR24102319,2022,2022,PDT001770851.1,USA,fluid-bronchalveolar lavage,1.0,,1.0,1.0
SRR30762160,2022,2022,PDT002391417.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762161,2022,2022,PDT002391418.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762162,2022,2022,PDT002391419.1,Tunisia: Sfax,blood,0.0,1.0,1.0,1.0
SRR30762163,2022,2022,PDT002391420.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762164,2022,2022,PDT002391421.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762165,2022,2022,PDT002391422.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762167,2022,2022,PDT002391424.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR30762168,2022,2022,PDT002391425.1,Tunisia: Sfax,blood,1.0,1.0,1.0,1.0
SRR3219826,2011,2011,PDT000130457.2,USA: California,urine,1.0,1.0,,
SRR3219827,2011,2011,PDT000130458.2,USA: California,sputum,1.0,1.0,,
SRR3219817,2011,2011,PDT000130459.2,USA: California,urine,1.0,1.0,,1.0
SRR3219271,2011,2011,PDT000130460.2,USA: California,urine,1.0,1.0,,1.0
SRR3219834,2011,2011,PDT000130462.2,USA: Washington,wound,,1.0,,1.0
SRR3981083,2011,2011,PDT000141557.4,USA,blood,0.0,0.0,1.0,1.0
SRR3981084,2011,2011,PDT000141558.4,USA,urine,0.0,0.0,1.0,1.0
SRR5386451,2011,2011,PDT000875529.1,USA: Houston,respiratory,,,1.0,
SRR3219831,2011,2011,PDT001230705.1,USA: California,sputum,1.0,1.0,,1.0
SRR3185094,2012,2012,PDT000111517.2,Afghanistan,SURVEILLANCE,1.0,1.0,1.0,1.0
SRR3185095,2012,2012,PDT000111518.2,Honduras,respiratory,,1.0,1.0,1.0
SRR3219835,2012,2012,PDT000130463.2,USA: Virginia,Peritoneal Fluid,0.0,1.0,,1.0
SRR3221668,2012,2012,PDT000130464.2,USA: Illinois,urine,1.0,1.0,,1.0
SRR3981085,2012,2012,PDT000141559.4,USA,urine,0.0,0.0,1.0,0.0
SRR3981086,2012,2012,PDT000141560.4,USA,urine,,1.0,1.0,1.0
SRR3981087,2012,2012,PDT000141561.4,USA,urine,0.0,1.0,1.0,1.0
SRR3982097,2012,2012,PDT000141571.4,USA,urine,0.0,1.0,1.0,1.0
SRR3982098,2012,2012,PDT000141572.4,USA,urine,0.0,1.0,1.0,1.0
SRR3982100,2012,2012,PDT000141574.2,USA,urine,0.0,1.0,1.0,0.0
SRR3982129,2012,2012,PDT000141577.4,USA,urine,0.0,0.0,1.0,1.0
SRR3982131,2012,2012,PDT000141578.4,USA,urine,0.0,0.0,1.0,1.0
SRR3982178,2012,2012,PDT000141582.10,USA,urine,0.0,0.0,1.0,0.0
SRR3982216,2012,2012,PDT000141584.4,USA,urine,0.0,0.0,1.0,0.0
SRR3982229,2012,2012,PDT000141585.4,USA,urine,,1.0,1.0,1.0
SRR3982230,2012,2012,PDT000141586.5,USA,urine,0.0,1.0,1.0,1.0
SRR3982253,2012,2012,PDT000141587.4,USA,urine,0.0,1.0,1.0,1.0
SRR3982254,2012,2012,PDT000141588.4,USA,urine,0.0,0.0,1.0,1.0
SRR5385440,2012,2012,PDT000874583.1,USA: Houston,urine,,,1.0,
SRR5385457,2012,2012,PDT000874600.1,USA: Houston,urine,,,1.0,
SRR5385460,2012,2012,PDT000874603.1,USA: Houston,urine,,,1.0,
SRR5385480,2012,2012,PDT000874623.1,USA: Houston,urine,,,1.0,
SRR5385493,2012,2012,PDT000874635.1,USA: Houston,wound,,,1.0,
SRR5385502,2012,2012,PDT000874644.1,USA: Houston,urine,,,0.0,
SRR5385525,2012,2012,PDT000874667.1,USA: Houston,TISSUE,,,1.0,
SRR5385530,2012,2012,PDT000874672.1,USA: Houston,blood,,,1.0,
SRR5386165,2012,2012,PDT000875244.1,USA: Houston,respiratory,,,1.0,
SRR5386172,2012,2012,PDT000875251.1,USA: Houston,urine,,,1.0,
SRR5386182,2012,2012,PDT000875261.1,USA: Houston,blood,,,0.0,
SRR5386192,2012,2012,PDT000875271.1,USA: Houston,ULCER,,,1.0,
SRR5386193,2012,2012,PDT000875272.1,USA: Houston,urine,,,1.0,
SRR5386194,2012,2012,PDT000875273.1,USA: Houston,urine,,,1.0,
SRR5386208,2012,2012,PDT000875287.1,USA: Houston,respiratory,,,1.0,
SRR5386211,2012,2012,PDT000875290.1,USA: Houston,urine,,,1.0,
SRR5386220,2012,2012,PDT000875299.1,USA: Houston,respiratory,,,1.0,
SRR5386223,2012,2012,PDT000875302.1,USA: Houston,urine,,,1.0,
SRR5386265,2012,2012,PDT000875343.1,USA: Houston,urine,,,0.0,
SRR5386267,2012,2012,PDT000875345.1,USA: Houston,blood,,,1.0,
SRR5386268,2012,2012,PDT000875346.1,USA: Houston,TISSUE,,,1.0,
SRR5386272,2012,2012,PDT000875350.1,USA: Houston,urine,,,1.0,
SRR5386290,2012,2012,PDT000875368.1,USA: Houston,blood,,,1.0,
SRR5386304,2012,2012,PDT000875382.1,USA: Houston,urine,,,1.0,
SRR5386329,2012,2012,PDT000875407.1,USA: Houston,urine,,,0.0,
SRR5386336,2012,2012,PDT000875414.1,USA: Houston,respiratory,,,1.0,
SRR5386339,2012,2012,PDT000875417.1,USA: Houston,urine,,,1.0,
SRR5386342,2012,2012,PDT000875420.1,USA: Houston,ULCER,,,1.0,
SRR5386344,2012,2012,PDT000875422.1,USA: Houston,ABSCESS,,,1.0,
SRR5386364,2012,2012,PDT000875442.1,USA: Houston,urine,,,0.0,
SRR5386367,2012,2012,PDT000875445.1,USA: Houston,urine,,,1.0,
SRR5386370,2012,2012,PDT000875448.1,USA: Houston,urine,,,1.0,
SRR5386377,2012,2012,PDT000875455.1,USA: Houston,respiratory,,,0.0,
SRR5386386,2012,2012,PDT000875464.1,USA: Houston,blood,,,1.0,
SRR5386405,2012,2012,PDT000875483.1,USA: Houston,TISSUE,,,1.0,
SRR5386407,2012,2012,PDT000875485.1,USA: Houston,PUS,,,1.0,
SRR5386414,2012,2012,PDT000875492.1,USA: Houston,urine,,,1.0,
SRR5386416,2012,2012,PDT000875494.1,USA: Houston,urine,,,1.0,
SRR5386418,2012,2012,PDT000875496.1,USA: Houston,respiratory,,,1.0,
SRR5386420,2012,2012,PDT000875498.1,USA: Houston,respiratory,,,1.0,
SRR5386422,2012,2012,PDT000875500.1,USA: Houston,urine,,,1.0,
SRR5386423,2012,2012,PDT000875501.1,USA: Houston,respiratory,,,1.0,
SRR5386426,2012,2012,PDT000875504.1,USA: Houston,respiratory,,,1.0,
SRR5931420,2012,2012,PDT001097536.1,Australia: Victoria,urine,,,1.0,
SRR3185096,2013,2013,PDT000111519.2,Honduras,EXUDATE,1.0,1.0,1.0,1.0
SRR3185098,2013,2013,PDT000111521.2,Germany:Landstuhl,SURVEILLANCE,0.0,1.0,1.0,1.0
SRR3222121,2013,2013,PDT000130443.2,USA: Indiana,BAL,0.0,1.0,,1.0
SRR3222198,2013,2013,PDT000130445.2,USA: Minnesota,urine,1.0,1.0,,0.0
SRR3222075,2013,2013,PDT000130446.2,USA: Indiana,sputum,0.0,1.0,,1.0
SRR3221782,2013,2013,PDT000130447.2,USA: Oklahoma,urine,1.0,1.0,,1.0
SRR3221942,2013,2013,PDT000130448.5,USA: Oklahoma,urine,1.0,1.0,,1.0
SRR3221987,2013,2013,PDT000130449.2,USA: Illinois,urine,1.0,1.0,,1.0
SRR3222406,2013,2013,PDT000130454.2,USA: California,urine,1.0,1.0,,1.0
SRR3222408,2013,2013,PDT000130455.2,USA: California,urine,0.0,1.0,,
SRR3222415,2013,2013,PDT000130456.2,USA: California,Gastric Contents,0.0,1.0,,1.0
SRR3221675,2013,2013,PDT000130466.2,USA: Pennsylvania,sputum,1.0,1.0,,1.0
SRR3221676,2013,2013,PDT000130467.2,USA: Illinois,tracheal aspirate,1.0,1.0,,1.0
SRR3221684,2013,2013,PDT000130468.2,USA: Texas,urine,1.0,1.0,,1.0
SRR3982316,2013,2013,PDT000141592.4,USA,blood,,1.0,1.0,1.0
SRR3982346,2013,2013,PDT000141593.4,USA,urine,0.0,1.0,1.0,1.0
SRR3982400,2013,2013,PDT000141597.5,USA,urine,0.0,1.0,1.0,0.0
SRR3987108,2013,2013,PDT000141652.4,USA,urine,0.0,0.0,1.0,0.0
SRR3987109,2013,2013,PDT000141653.4,USA,urine,0.0,0.0,1.0,0.0
SRR3987110,2013,2013,PDT000141654.4,USA,urine,0.0,0.0,1.0,0.0
SRR3987111,2013,2013,PDT000141655.4,USA,urine,0.0,0.0,1.0,0.0
SRR3987112,2013,2013,PDT000141656.4,USA,urine,0.0,1.0,1.0,1.0
SRR3987113,2013,2013,PDT000141657.4,USA,urine,0.0,0.0,1.0,0.0
SRR3987114,2013,2013,PDT000141658.4,USA,urine,0.0,0.0,1.0,0.0
SRR3987115,2013,2013,PDT000141659.5,USA,urine,0.0,1.0,1.0,1.0
SRR3987116,2013,2013,PDT000141660.4,USA,Fluid_Peritoneal,0.0,0.0,1.0,1.0
SRR3987117,2013,2013,PDT000141661.4,USA,urine,0.0,0.0,1.0,0.0
SRR3987118,2013,2013,PDT000141662.4,USA,urine,,1.0,1.0,1.0
SRR3987119,2013,2013,PDT000141663.4,USA,urine,0.0,1.0,1.0,1.0
SRR3987120,2013,2013,PDT000141664.5,USA,urine,,1.0,1.0,1.0
SRR3987121,2013,2013,PDT000141665.4,USA,Blood_whole,,1.0,1.0,1.0
SRR3987122,2013,2013,PDT000141682.5,USA,urine,0.0,1.0,1.0,1.0
SRR3987123,2013,2013,PDT000141683.4,USA,urine,,1.0,1.0,1.0
SRR3987124,2013,2013,PDT000141684.4,USA,urine,,1.0,1.0,1.0
SRR3987125,2013,2013,PDT000141685.4,USA,urine,0.0,1.0,1.0,1.0
SRR3987126,2013,2013,PDT000141686.4,USA,urine,0.0,1.0,1.0,1.0
SRR3987127,2013,2013,PDT000141687.4,USA,urine,0.0,1.0,1.0,1.0
SRR3987128,2013,2013,PDT000141688.4,USA,urine,0.0,1.0,1.0,1.0
SRR3987129,2013,2013,PDT000141689.4,USA,urine,,1.0,1.0,1.0
SRR3987131,2013,2013,PDT000141691.4,USA,urine,0.0,0.0,0.0,0.0
SRR3987132,2013,2013,PDT000141692.4,USA,urine,0.0,0.0,1.0,0.0
SRR3987133,2013,2013,PDT000141693.2,USA,urine,0.0,0.0,1.0,0.0
SRR3987134,2013,2013,PDT000141694.4,USA,urine,0.0,1.0,0.0,0.0
SRR3987135,2013,2013,PDT000141695.4,USA,urine,1.0,1.0,1.0,1.0
SRR3996236,2013,2013,PDT000143071.4,USA,urine,0.0,1.0,1.0,1.0
SRR3996238,2013,2013,PDT000143073.4,USA,urine,,1.0,1.0,1.0
SRR3996239,2013,2013,PDT000143074.4,USA,urine,,1.0,1.0,1.0
SRR3996240,2013,2013,PDT000143075.4,USA,urine,0.0,1.0,1.0,1.0
SRR3996241,2013,2013,PDT000143076.5,USA,urine,0.0,1.0,1.0,1.0
SRR3996242,2013,2013,PDT000143077.4,USA,urine,0.0,1.0,1.0,1.0
SRR3996245,2013,2013,PDT000143080.5,USA,urine,0.0,1.0,1.0,1.0
SRR3996246,2013,2013,PDT000143081.4,USA,urine,0.0,1.0,1.0,1.0
SRR3996248,2013,2013,PDT000143083.5,USA,urine,,1.0,1.0,1.0
SRR3996250,2013,2013,PDT000143085.5,USA,Blood_whole,,1.0,1.0,1.0
SRR3996251,2013,2013,PDT000143086.4,USA,urine,0.0,1.0,1.0,1.0
SRR3996252,2013,2013,PDT000143087.5,USA,urine,,1.0,1.0,1.0
SRR3996253,2013,2013,PDT000143088.4,USA,urine,0.0,1.0,1.0,1.0
SRR3996254,2013,2013,PDT000143089.4,USA,urine,1.0,1.0,1.0,1.0
SRR3996255,2013,2013,PDT000143090.4,USA,urine,0.0,1.0,1.0,
SRR3996256,2013,2013,PDT000143091.4,USA,urine,0.0,0.0,1.0,0.0
SRR3996258,2013,2013,PDT000143093.4,USA,urine,0.0,1.0,1.0,0.0
SRR3996260,2013,2013,PDT000143095.4,USA,urine,0.0,1.0,1.0,1.0
SRR3996261,2013,2013,PDT000143096.4,USA,urine,0.0,1.0,1.0,1.0
SRR3996262,2013,2013,PDT000143097.5,USA,urine,0.0,1.0,1.0,0.0
SRR3996265,2013,2013,PDT000143100.4,USA,urine,0.0,0.0,1.0,0.0
SRR3996266,2013,2013,PDT000143101.4,USA,urine,0.0,0.0,,0.0
SRR3996268,2013,2013,PDT000143103.4,USA,urine,0.0,0.0,1.0,0.0
SRR3996270,2013,2013,PDT000143105.4,USA,urine,0.0,,1.0,0.0
